No.,Entidad,Organo,Grupo,Emisora,IdEmisora,Fecha de transmisión del material,Hora transmisión,Folio,Versión,Actor,Notificado,Oficio
484,MICHOACÁN,JLE16,MIGUEL ÁNGEL ESCOBEDO VILLAFAÑA,XHPNVA-FM-93.3,4713,29/10/2023,07:27:43,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_JLE16_0005_2023
485,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,29/10/2023,08:20:26,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JDE16-02_0002_2023
486,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,30/10/2023,07:21:31,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
487,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,30/10/2023,07:21:03,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
488,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,30/10/2023,22:39:10,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
489,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,30/10/2023,22:38:36,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
490,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,31/10/2023,08:20:03,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JDE16-02_0002_2023
491,MICHOACÁN,DATERT,SPREM,XHSPRMO-TDT-CANAL19.3,4163,31/10/2023,09:08:58,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6559_2023
492,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,31/10/2023,10:03:29,RA00343-23,PES NUEVO ROSTRO POL,PES,Sí,INE_DEPPP_JDE16-02_0002_2023
493,MICHOACÁN,JDE16-02,"MARÍA ANTONIETA HERNÁNDEZ HERNÁNDEZ, APATZINGÁN",XHAZN-FM-92.1,957,31/10/2023,13:11:04,RA00666-23,SPOT MAS MICHOACAN INTRODUCCION RADIO,MM,Sí,INE_DEPPP_JDE16-02_0002_2023
494,MICHOACÁN,DATERT,RADIO URUAPAN,XHENI-FM-93.7,2720,31/10/2023,15:58:28,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6645_2023
495,MICHOACÁN,JDE16-08,JUAN JOSÉ SÁNCHEZ BELTRÁN,XHEMM-FM-101.7,2717,31/10/2023,19:13:30,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JDE16-08_0006_2023
496,MICHOACÁN,DATERT,IMAGEN,XHCTMO-TDT-CANAL34.2,4795,31/10/2023,22:40:24,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
497,MICHOACÁN,DATERT,IMAGEN,XHCTUR-TDT-CANAL36,4371,31/10/2023,22:40:27,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
498,MORELOS,DATERT,ANDRÉS ELOY MARTÍNEZ SILVA,XHART-FM-89.3,2863,20/10/2023,13:08:13,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6494_2023
499,MORELOS,DATERT,ANDRÉS ELOY MARTÍNEZ SILVA,XHART-FM-89.3,2863,21/10/2023,13:07:00,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6494_2023
500,MORELOS,DATERT,CYNTHIA VALDEZ GÓMEZ (MORELOS),XHCMR-FM-105.3,883,21/10/2023,19:34:09,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6618_2023
501,MORELOS,DATERT,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS,XHCUM-FM-89.7,900,25/10/2023,08:35:30,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6499_2023
502,MORELOS,DATERT,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS,XHUAEM-FM-106.1,901,25/10/2023,08:35:34,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6499_2023
503,NAYARIT,DATERT,CYNTHIA VALDEZ GÓMEZ (NAYARIT 2),XHXT-FM-105.7,2414,16/10/2023,11:20:04,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6617_2023
504,NAYARIT,DATERT,IMAGEN,XHCTNY-TDT-CANAL22.2,5408,17/10/2023,22:40:49,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
505,NAYARIT,DATERT,CLAUDIA NAVARRO HEREDIA,XHKG-TDT-CANAL36,3845,18/10/2023,13:46:28,RV00165-23,SPOT TV GENERICO LN 01-2023,LN,Sí,INE_DEPPP_DATERT_6501_2023
506,NAYARIT,DATERT,JORGE MONDRAGON SANTOYO,XHERK-FM-104.9,2412,19/10/2023,06:11:13,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_DATERT_6525_2023
507,NAYARIT,DATERT,TV AZTECA,XHAF-TDT-CANAL30,3252,20/10/2023,09:53:20,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6674_2023
508,NAYARIT,JLE18,RADIO TELEVISIÓN DIGITAL DE NAYARIT,XHNTV-TDT-CANAL26,5106,20/10/2023,19:39:03,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JLE18_0057_2023
509,NAYARIT,JLE18,RADIO TELEVISIÓN DIGITAL DE NAYARIT,XHNTV-TDT-CANAL26,5106,20/10/2023,21:43:03,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_JLE18_0057_2023
510,NAYARIT,DATERT,IMAGEN,XHCTNY-TDT-CANAL22.2,5408,20/10/2023,22:39:40,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
511,NAYARIT,DATERT,MULTIMEDIOS,XHPCTN-FM-88.3,4653,21/10/2023,12:31:50,RA00075-23,AMC ESCUCHAMOS,PRI,Sí,INE_DEPPP_DATERT_6581_2023
512,NAYARIT,DATERT,MULTIMEDIOS,XHPCTN-FM-88.3,4653,22/10/2023,14:38:02,RA00075-23,AMC ESCUCHAMOS,PRI,Sí,INE_DEPPP_DATERT_6581_2023
513,NAYARIT,DATERT,TV AZTECA,XHLBN-TDT-CANAL31.2,4531,25/10/2023,07:59:30,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6674_2023
514,NAYARIT,JLE18,RADIO TELEVISIÓN DIGITAL DE NAYARIT,XHNTV-TDT-CANAL26,5106,28/10/2023,07:36:34,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_JLE18_0057_2023
515,NAYARIT,DATERT,IMAGEN,XHCTNY-TDT-CANAL22.2,5408,30/10/2023,22:39:10,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
516,NAYARIT,DATERT,IMAGEN,XHCTNY-TDT-CANAL22.2,5408,31/10/2023,22:40:18,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
517,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHAW-FM-101.3,1930,16/10/2023,07:40:00,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_DATERT_6529_2023
518,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHFMTU3-FM-103.7,4436,16/10/2023,18:27:20,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6529_2023
519,NUEVO LEÓN,DATERT,EDUCACIÓN Y CULTURA ASCENDENTE,XECSAG-AM-1390,5454,17/10/2023,14:05:04,RA00622-23,CANCER INFANTIL Y DE MAMA MCNL,MC,Sí,INE_DEPPP_DATERT_6585_2023
520,NUEVO LEÓN,DATERT,IMAGEN,XHCTMY-TDT-CANAL22.2,4817,18/10/2023,22:40:09,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
521,NUEVO LEÓN,DATERT,GOBIERNO DEL ESTADO DE NUEVO LEÓN,XHNAR-FM-103.3,827,20/10/2023,08:30:26,RA00818-23,TEMPLO MAYOR MD,MORENA,Sí,INE_DEPPP_DATERT_6546_2023
522,NUEVO LEÓN,DATERT,STEREOREY NL,XHSR-FM-97.3,1931,20/10/2023,16:24:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6676_2023
523,NUEVO LEÓN,DATERT,STEREOREY NL,XHSRO-FM-92.5,1904,20/10/2023,16:14:00,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6676_2023
524,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHAW-FM-101.3,1930,21/10/2023,09:52:51,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6529_2023
525,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHFMTU2-FM-103.7,4435,21/10/2023,09:53:43,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6529_2023
526,NUEVO LEÓN,DATERT,GOBIERNO DEL ESTADO DE NUEVO LEÓN,XHNAR-FM-103.3,827,21/10/2023,10:02:19,RA00604-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6546_2023
527,NUEVO LEÓN,DATERT,IMAGEN,XHMN-FM-107.7,1937,21/10/2023,14:58:33,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6673_2023
528,NUEVO LEÓN,DATERT,TV AZTECA,XHFN-TDT-CANAL17,3173,23/10/2023,15:36:59,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6674_2023
529,NUEVO LEÓN,DATERT,TELEVISA,XHX-TDT-CANAL23.2,5348,26/10/2023,13:16:12,RV00635-23,OTRO MEXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6466_2023
530,NUEVO LEÓN,DATERT,STEREOREY NL,XHSRO-FM-92.5,1904,26/10/2023,15:19:21,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6676_2023
531,NUEVO LEÓN,DATERT,EDUCACIÓN Y CULTURA ASCENDENTE,XECSAG-AM-1390,5454,27/10/2023,07:05:04,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6585_2023
532,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHAW-TDT-CANAL25.3,5778,27/10/2023,20:34:11,RV00618-23,ESPERANZA 1,ESO,Sí,INE_DEPPP_DATERT_6529_2023
533,NUEVO LEÓN,DATERT,JOSÉ MANUEL CISNEROS DE LOS SANTOS,XHFMTU2-FM-103.7,4435,28/10/2023,13:41:19,RA00664-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6529_2023
534,NUEVO LEÓN,DATERT,JOSÉ GUADALUPE URRUTIA CANIZALES,XHSP-FM-99.7,1903,29/10/2023,08:59:38,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6527_2023
535,NUEVO LEÓN,DATERT,JOSÉ GUADALUPE URRUTIA CANIZALES,XHMF-FM-104.5,1935,29/10/2023,12:56:50,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6527_2023
536,NUEVO LEÓN,DATERT,IMAGEN,XHCTMY-TDT-CANAL22.2,4817,30/10/2023,07:21:36,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
537,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,16/10/2023,22:40:31,RV00550-23,JEEP 3 MCN,MC,Sí,INE_DEPPP_DATERT_6673_2023
538,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,17/10/2023,22:40:36,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
539,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,18/10/2023,22:39:59,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
540,OAXACA,DATERT,FERNANDO MATUS BLAS,XHTEKA-FM-91.7,2370,19/10/2023,14:18:21,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6507_2023
541,OAXACA,JDE20-10,TOMAS ANGEL RAMIREZ MORENO ,XHDCA-FM-100.5,4511,20/10/2023,13:35:00,RA00567-23,RADIO GENÉRICO,FXM,Sí,INE_DEPPP_JDE20-10_0068_2023
542,OAXACA,DATERT,TV AZTECA,XHJP-TDT-CANAL23,3203,20/10/2023,21:10:19,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
543,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,20/10/2023,22:39:31,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
544,OAXACA,DATERT,IKE SIIDI VIAA,XHIKE-FM-89.1,4620,21/10/2023,08:22:00,RA00661-23,PT BENJAMIN ROBLES 5 AÑOS,PT,Sí,INE_DEPPP_DATERT_6583_2023
545,OAXACA,DATERT,"GRUPO RADIO CENTRO (FAJARDO), OAX",XHRPO-FM-97.7,2364,21/10/2023,14:26:34,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_DATERT_6512_2023
546,OAXACA,DATERT,FERNANDO MATUS BLAS,XHHLL-FM-97.1,1022,24/10/2023,20:25:45,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_DATERT_6507_2023
547,OAXACA,DATERT,FERNANDO MATUS BLAS,XHHLL-FM-97.1,1022,25/10/2023,09:26:56,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_DATERT_6507_2023
548,OAXACA,DATERT,BIANNIILUUNEZA,XHSCCK-FM-106.5,5499,26/10/2023,08:26:32,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6563_2023
549,OAXACA,DATERT,RICARDO CHÁVEZ MAGAÑA,XHKZ-FM-98.1,2368,27/10/2023,09:01:30,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_DATERT_6552_2023
550,OAXACA,JDE20-08,JOSÉ ANTONIO JARQUÍN LÓPEZ,XHOCA-FM-89.7,999,27/10/2023,19:18:39,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PVEM,Sí,INE_DEPPP_JDE20-08_0016_2023
551,OAXACA,DATERT,TV AZTECA,XHPCE-TDT-CANAL33.2,4514,29/10/2023,08:28:58,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
552,OAXACA,DATERT,TV AZTECA,XHPSO-TDT-CANAL30,3199,29/10/2023,08:28:47,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
553,OAXACA,DATERT,TV AZTECA,XHPCE-TDT-CANAL33.2,4514,30/10/2023,09:38:56,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
554,OAXACA,DATERT,TV AZTECA,XHPSO-TDT-CANAL30,3199,30/10/2023,09:38:40,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
555,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,30/10/2023,22:39:00,RV00717-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_DATERT_6673_2023
556,OAXACA,DATERT,TV AZTECA,XHPCE-TDT-CANAL33.2,4514,31/10/2023,07:20:57,RV00733-23,EL VERDE CON LOS PROGRAMAS SOCIALES V2,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
557,OAXACA,DATERT,TV AZTECA,XHPSO-TDT-CANAL30,3199,31/10/2023,07:20:53,RV00733-23,EL VERDE CON LOS PROGRAMAS SOCIALES V2,PVEM,Sí,INE_DEPPP_DATERT_6674_2023
558,OAXACA,DATERT,ANDRÉS VIVEROS VIVEROS,XHCA-FM-103.9,989,31/10/2023,08:15:02,RA00836-23,SEGUNDO RADIO ORDINARIO,FXM,Sí,INE_DEPPP_DATERT_6495_2023
559,OAXACA,DATERT,TV AZTECA,XHPCE-TDT-CANAL33.2,4514,31/10/2023,09:39:00,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
560,OAXACA,DATERT,TV AZTECA,XHPSO-TDT-CANAL30,3199,31/10/2023,09:38:53,RV00584-23,POBREZA,PRI,Sí,INE_DEPPP_DATERT_6674_2023
561,OAXACA,JDE20-10,TOMAS ANGEL RAMIREZ MORENO ,XHDCA-FM-100.5,4511,31/10/2023,13:48:58,RA00836-23,SEGUNDO RADIO ORDINARIO,FXM,Sí,INE_DEPPP_JDE20-10_0068_2023
562,OAXACA,DATERT,TV AZTECA,XHPCE-TDT-CANAL33.2,4514,31/10/2023,14:38:12,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
563,OAXACA,DATERT,TV AZTECA,XHPSO-TDT-CANAL30,3199,31/10/2023,14:38:05,RV00112-23,PT ES LA 4T,PT,Sí,INE_DEPPP_DATERT_6674_2023
564,OAXACA,DATERT,IMAGEN,XHCTHL-TDT-CANAL28.2,5417,31/10/2023,22:40:12,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
565,PUEBLA,JLE21,"HUGO MORENO MIRANDA, PUEBLA",XHRTP-FM-90.7,2768,16/10/2023,08:01:26,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PRD,Sí,INE_DEPPP_JLE21_0064_2023
566,PUEBLA,JLE21,"IRENE, PUEBLA SÁNCHEZ",XHPBP-FM-106.7,3456,16/10/2023,14:42:45,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_JLE21_0065_2023
567,PUEBLA,DATERT,CYNTHIA VALDEZ GÓMEZ (PUEBLA 1),XHEV-FM-99.9,2774,17/10/2023,14:18:30,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6615_2023
568,PUEBLA,DATERT,IMAGEN,XHCTPU-TDT-CANAL21.2,4798,17/10/2023,22:40:35,RV00639-23,MUJERES EN ACCIÓN V1,PAN,Sí,INE_DEPPP_DATERT_6673_2023
569,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,18/10/2023,09:27:22,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_JLE21_0066_2023
570,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,18/10/2023,09:15:56,RA00655-18,SPOT PSI REGIONALISMO ,PSI,Sí,INE_DEPPP_JLE21_0066_2023
571,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,18/10/2023,09:19:19,RA00655-18,SPOT PSI REGIONALISMO ,PSI,Sí,INE_DEPPP_JLE21_0066_2023
572,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,18/10/2023,09:18:35,RA00655-18,SPOT PSI REGIONALISMO ,PSI,Sí,INE_DEPPP_JLE21_0066_2023
573,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,18/10/2023,14:20:33,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
574,PUEBLA,DATERT,IMAGEN,XHCTPU-TDT-CANAL21.2,4798,18/10/2023,22:40:18,RV00531-23,LATIDOS MORENA,MORENA,Sí,INE_DEPPP_DATERT_6673_2023
575,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,19/10/2023,07:28:00,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_JLE21_0066_2023
576,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,19/10/2023,07:15:45,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_JLE21_0066_2023
577,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,19/10/2023,07:16:56,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_JLE21_0066_2023
578,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,19/10/2023,07:17:35,RA00620-23,JALISCO FUTURO NARANJA,MC,Sí,INE_DEPPP_JLE21_0066_2023
579,PUEBLA,JLE21,"HUGO MORENO MIRANDA, PUEBLA",XHRTP-FM-90.7,2768,19/10/2023,09:36:19,RA00745-23,MUJERES EN ACCIÓN V1 ,PAN,Sí,INE_DEPPP_JLE21_0064_2023
580,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,19/10/2023,16:18:49,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
581,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,19/10/2023,16:48:11,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
582,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,19/10/2023,16:25:35,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
583,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,19/10/2023,16:18:04,RA00644-23,DESARROLLO ECONÓMICO NL MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
584,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,20/10/2023,14:23:45,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JLE21_0066_2023
585,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,20/10/2023,14:14:00,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JLE21_0066_2023
586,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,20/10/2023,14:18:52,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JLE21_0066_2023
587,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,20/10/2023,14:57:15,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PVEM,Sí,INE_DEPPP_JLE21_0066_2023
588,PUEBLA,DATERT,IMAGEN,XHCTPU-TDT-CANAL21.2,4798,20/10/2023,22:39:30,RV00582-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_DATERT_6673_2023
589,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,21/10/2023,08:18:36,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
590,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,21/10/2023,08:13:45,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
591,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,21/10/2023,08:15:28,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
592,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,21/10/2023,08:16:11,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
593,PUEBLA,JLE21,MARCOS RAFAEL ROJANO SAHAB,XHENG-FM-97.5,2771,21/10/2023,10:25:34,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0067_2023
594,PUEBLA,DATERT,CYNTHIA VALDEZ GÓMEZ (PUEBLA 3),XHVC-FM-102.1,1115,22/10/2023,07:19:05,RA03329-21,SPOT JÓVENES NAP 2022,,Sí,INE_DEPPP_DATERT_6613_2023
595,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,22/10/2023,09:17:01,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0066_2023
596,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,22/10/2023,09:13:01,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0066_2023
597,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRH-FM-103.3,1113,22/10/2023,09:15:15,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0066_2023
598,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRS-FM-90.1,1114,22/10/2023,09:17:21,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0066_2023
599,PUEBLA,JLE21,"IRENE, PUEBLA SÁNCHEZ",XHPBP-FM-106.7,3456,23/10/2023,14:12:15,RA00662-23,CLASE MEDIA,PRI,Sí,INE_DEPPP_JLE21_0065_2023
600,PUEBLA,DATERT,TV AZTECA,XHTHN-TDT-CANAL28,3300,26/10/2023,08:37:15,RV00552-23,OBRA SOCIAL MCNL V3,MC,Sí,INE_DEPPP_DATERT_6674_2023
601,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHRC-FM-91.7,1112,26/10/2023,18:11:00,RA00128-23,EL PT ES LA 4T,PT,Sí,INE_DEPPP_JLE21_0066_2023
602,PUEBLA,JLE21,MARCOS RAFAEL ROJANO SAHAB,XHENG-FM-97.5,2771,27/10/2023,11:15:21,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PRD,Sí,INE_DEPPP_JLE21_0067_2023
603,PUEBLA,JLE21,MARCOS RAFAEL ROJANO SAHAB,XHENG-FM-97.5,2771,28/10/2023,10:28:30,RA00860-23,DANTE GRANDEZA,MC,Sí,INE_DEPPP_JLE21_0067_2023
604,PUEBLA,JLE21,"MANUEL VELA MELO, PUEBLA",XHHIT-FM-105.5,5258,29/10/2023,14:19:03,RA00544-23,ALEGRÍA MCN,MC,Sí,INE_DEPPP_JLE21_0066_2023
