No.,ESTADO,CEVEM,MEDIO,SIGLAS,EMISORA,MATERIAL,VERSIÓN,TIPO ACTOR,ACTOR,FECHA TRANSMISIÓN,HORA TRANSMISIÓN,CALIFICACIÓN,NOMBRE CONCESIONARIO,TIPO CONCESIÓN,NOMBRE DE ESTACIÓN,TIPO MEDIO,MEDIO (RADIO/TELEVISIÓN)
257,COAHUILA,12-SALTILLO 1,CANAL30.3,XHRCG-TDT,XHRCG-TDT-CANAL30.3,RV00691-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PP,PVEM,2023-10-29,21:55:55,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -2 horas,TDT,TELEVISIÓN
258,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00582-23,CLASE MEDIA,PP,PRI,2023-10-29,23:30:52,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
259,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-10-29,23:47:20,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
260,COAHUILA,12-SALTILLO 1,CANAL30,XHRCG-TDT,XHRCG-TDT-CANAL30,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-30,08:16:11,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3,TDT,TELEVISIÓN
261,COAHUILA,12-SALTILLO 1,CANAL30,XHRCG-TDT,XHRCG-TDT-CANAL30,RV00700-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_TV,AE,INE,2023-10-30,09:10:05,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3,TDT,TELEVISIÓN
262,COAHUILA,12-SALTILLO 1,CANAL30.3,XHRCG-TDT,XHRCG-TDT-CANAL30.3,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-10-30,09:23:47,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -2 horas,TDT,TELEVISIÓN
263,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-30,10:15:26,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
264,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00700-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_TV,AE,INE,2023-10-30,11:09:26,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
265,COAHUILA,12-SALTILLO 1,CANAL30.3,XHRCG-TDT,XHRCG-TDT-CANAL30.3,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-30,13:40:33,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -2 horas,TDT,TELEVISIÓN
266,COAHUILA,12-SALTILLO 1,CANAL30.3,XHRCG-TDT,XHRCG-TDT-CANAL30.3,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-10-30,15:17:29,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -2 horas,TDT,TELEVISIÓN
267,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-10-30,15:19:54,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
268,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00673-23,TU VOZ ES LO QUE CUENTA UDC,PP,UDC,2023-10-30,16:23:34,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
269,COAHUILA,12-SALTILLO 1,CANAL30,XHRCG-TDT,XHRCG-TDT-CANAL30,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-31,08:24:54,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3,TDT,TELEVISIÓN
270,COAHUILA,12-SALTILLO 1,CANAL30.3,XHRCG-TDT,XHRCG-TDT-CANAL30.3,RV00700-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_TV,AE,INE,2023-10-31,09:25:44,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -2 horas,TDT,TELEVISIÓN
271,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-31,10:24:17,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
272,COAHUILA,12-SALTILLO 1,CANAL30,XHRCG-TDT,XHRCG-TDT-CANAL30,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-10-31,13:16:37,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3,TDT,TELEVISIÓN
273,COAHUILA,12-SALTILLO 1,CANAL30.2,XHRCG-TDT,XHRCG-TDT-CANAL30.2,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-10-31,15:16:04,EXCEDENTE,Roberto Casimiro González Treviño,TELEVISION CONCESIONADO,Canal 3 -1 hora,TDT,TELEVISIÓN
274,COAHUILA,13-SALTILLO 2,104.1,XHUACS-FM,XHUACS-FM-104.1,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PP,PRD,2023-10-17,08:30:45,EXCEDENTE,Universidad Autónoma de Coahuila,RADIO PERMISIONADO,Radio Universidad,FM  ,RADIO
275,COAHUILA,13-SALTILLO 2,104.1,XHUACS-FM,XHUACS-FM-104.1,RA02135-21,RADIO,AE,FEADEC,2023-10-17,09:37:16,EXCEDENTE,Universidad Autónoma de Coahuila,RADIO PERMISIONADO,Radio Universidad,FM  ,RADIO
276,COAHUILA,13-SALTILLO 2,104.1,XHUACS-FM,XHUACS-FM-104.1,RA00492-23,SOMOSTECZRADIO,AE,TEEC,2023-10-17,18:35:13,EXCEDENTE,Universidad Autónoma de Coahuila,RADIO PERMISIONADO,Radio Universidad,FM  ,RADIO
277,COAHUILA,13-SALTILLO 2,100.9,XHSA-FM,XHSA-FM-100.9,RA00128-23,EL PT ES LA 4T,PP,PT,2023-10-18,14:08:09,EXCEDENTE,"Voler, S.A. de C.V.",RADIO CONCESIONADO,LA REYNA,FM  ,RADIO
278,COAHUILA,13-SALTILLO 2,100.9,XHSA-FM,XHSA-FM-100.9,RA00699-23,C5_SA_RNP_082023_RD,AE,INE,2023-10-19,15:37:58,EXCEDENTE,"Voler, S.A. de C.V.",RADIO CONCESIONADO,LA REYNA,FM  ,RADIO
279,COAHUILA,13-SALTILLO 2,89.7,XHSOC-FM,XHSOC-FM-89.7,RA00499-16,MISIÓN,AE,IEC,2023-10-20,18:24:07,EXCEDENTE,Gobierno del Estado de Coahuila,RADIO PERMISIONADO,Coahuila Radio y Televisión,FM  ,RADIO
280,COAHUILA,13-SALTILLO 2,94.7,XHRP-FM,XHRP-FM-94.7,RA00809-23,CO_70 AÑOS VOTO MUJER 0923_RD,AE,INE,2023-10-21,15:59:48,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen Saltillo,FM  ,RADIO
281,COAHUILA,13-SALTILLO 2,CANAL31,XHCPDF-TDT,XHCPDF-TDT-CANAL31,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-28,21:41:03,EXCEDENTE,Instituto Politécnico Nacional,TELEVISION PERMISIONADO,Canal Once,TDT,TELEVISIÓN
282,COAHUILA,13-SALTILLO 2,94.7,XHRP-FM,XHRP-FM-94.7,RA00828-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_RD,AE,INE,2023-10-29,12:20:00,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen Saltillo,FM  ,RADIO
283,COAHUILA,13-SALTILLO 2,106.5,XHZCN-FM,XHZCN-FM-106.5,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PP,PRD,2023-10-30,17:34:21,EXCEDENTE,"TVRestringida del Norte, S.A. de C.V.",RADIO CONCESIONADO,Estéreo Vida,FM  ,RADIO
284,COAHUILA,14-TORREON 1,93.9,XHWN-FM,XHWN-FM-93.9,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PP,PRD,2023-10-18,07:31:37,EXCEDENTE,"Radio Triunfos, S.A. de C.V.",RADIO CONCESIONADO,El fonógrafo,FM  ,RADIO
285,COAHUILA,14-TORREON 1,97.9,XHEON-FM,XHEON-FM-97.9,RA00828-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_RD,AE,INE,2023-10-21,13:47:04,EXCEDENTE,Gobierno del Estado de Coahuila,RADIO PERMISIONADO,Coahuila Radio y Televisión,FM  ,RADIO
286,COAHUILA,15-TORREON 2,101.9,XHUMI-FM,XHUMI-FM-101.9,RA00700-23,C5_SA_DISTRIB_FINANCIAMIENTO_082023_RD,AE,INE,2023-10-18,14:47:00,EXCEDENTE,"Universidad Millennium Internacional, S.C.",RADIO PERMISIONADO,Universidad Millennium Internacional,FM  ,RADIO
287,COAHUILA,15-TORREON 2,101.9,XHUMI-FM,XHUMI-FM-101.9,RA00544-23,ALEGRÍA MCN,PP,MC,2023-10-18,15:03:00,EXCEDENTE,"Universidad Millennium Internacional, S.C.",RADIO PERMISIONADO,Universidad Millennium Internacional,FM  ,RADIO
288,COAHUILA,15-TORREON 2,101.9,XHUMI-FM,XHUMI-FM-101.9,RA00779-23,C4_SD_FECHA LÍMITE CAMBIO DE DOMICILIO RE_0923_RD,AE,INE,2023-10-18,15:16:28,EXCEDENTE,"Universidad Millennium Internacional, S.C.",RADIO PERMISIONADO,Universidad Millennium Internacional,FM  ,RADIO
289,COAHUILA,15-TORREON 2,101.9,XHUMI-FM,XHUMI-FM-101.9,RA00740-23,OTRO MÉXICO ES POSIBLE V1,PP,PRD,2023-10-18,15:32:26,EXCEDENTE,"Universidad Millennium Internacional, S.C.",RADIO PERMISIONADO,Universidad Millennium Internacional,FM  ,RADIO
290,COAHUILA,15-TORREON 2,105.9,XHQN-FM,XHQN-FM-105.9,RA00700-23,C5_SA_DISTRIB_FINANCIAMIENTO_082023_RD,AE,INE,2023-10-19,18:41:49,EXCEDENTE,"Transmisora Regional Radio Fórmula, S.A. de C.V.",RADIO CONCESIONADO,S/D,FM  ,RADIO
291,COAHUILA,15-TORREON 2,CANAL26,XHTOB-TDT,XHTOB-TDT-CANAL26,RV00582-23,CLASE MEDIA,PP,PRI,2023-10-26,21:13:02,EXCEDENTE,"Teleimagen del Noroeste, S.A. de C.V.",TELEVISION CONCESIONADO,NU9VE,TDT,TELEVISIÓN
292,COAHUILA,15-TORREON 2,CANAL20.2,XHO-TDT,XHO-TDT-CANAL20.2,RV00582-23,CLASE MEDIA,PP,PRI,2023-10-26,21:23:23,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Foro TV,TDT,TELEVISIÓN
293,COAHUILA,15-TORREON 2,CANAL20.2,XHO-TDT,XHO-TDT-CANAL20.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-10-27,08:24:36,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Foro TV,TDT,TELEVISIÓN
294,COAHUILA,15-TORREON 2,101.9,XHUMI-FM,XHUMI-FM-101.9,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,AE,INE,2023-10-29,18:19:21,EXCEDENTE,"Universidad Millennium Internacional, S.C.",RADIO PERMISIONADO,Universidad Millennium Internacional,FM  ,RADIO
295,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-10-17,22:40:47,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
296,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00531-23,LATIDOS MORENA,PP,MORENA,2023-10-18,22:40:41,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
297,COLIMA,16-COLIMA,91.7,XHCIA-FM,XHCIA-FM-91.7,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PP,PVEM,2023-10-20,19:20:00,EXCEDENTE,"Colima Frecuencia Modulada, S.A. de C.V.",RADIO CONCESIONADO,91.7 FM,FM  ,RADIO
298,COLIMA,16-COLIMA,91.7,XHCIA-FM,XHCIA-FM-91.7,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PP,PVEM,2023-10-20,19:55:00,EXCEDENTE,"Colima Frecuencia Modulada, S.A. de C.V.",RADIO CONCESIONADO,91.7 FM,FM  ,RADIO
299,COLIMA,16-COLIMA,89.3,XHCC-FM,XHCC-FM-89.3,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PP,PVEM,2023-10-21,16:15:15,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen,FM  ,RADIO
300,COLIMA,16-COLIMA,89.3,XHCC-FM,XHCC-FM-89.3,RA00604-23,LATIDOS MORENA,PP,MORENA,2023-10-22,09:15:30,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen,FM  ,RADIO
301,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00584-23,POBREZA,PP,PRI,2023-10-23,08:03:12,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
302,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00613-23,LAS ELECCIONES SON NUESTRAS,AE,IECM,2023-10-23,14:12:19,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
303,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00531-23,LATIDOS MORENA,PP,MORENA,2023-10-23,15:08:20,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
304,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-10-23,21:34:26,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
305,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-10-24,22:39:44,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
306,COLIMA,16-COLIMA,CANAL19.2,XHCOL-TDT,XHCOL-TDT-CANAL19.2,RV00196-23,V01-TV-FEPADECDMX-160323,AE,FEPADECM,2023-10-25,07:29:44,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,A+,TDT,TELEVISIÓN
307,COLIMA,16-COLIMA,CANAL19.2,XHCOL-TDT,XHCOL-TDT-CANAL19.2,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PP,PRD,2023-10-25,08:59:29,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,A+,TDT,TELEVISIÓN
308,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-10-26,13:16:31,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
309,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-10-27,08:03:08,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
310,COLIMA,16-COLIMA,90.5,XHECO-FM,XHECO-FM-90.5,RA00842-23,PROCESO ELECTORAL LOCAL 2023-2024,AE,IEE,2023-10-27,13:35:04,EXCEDENTE,"XHECO-FM, S.A. de C.V.",RADIO CONCESIONADO,La Bestia Grupera,FM  ,RADIO
311,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-10-27,22:40:27,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
312,COLIMA,16-COLIMA,90.5,XHECO-FM,XHECO-FM-90.5,RA00842-23,PROCESO ELECTORAL LOCAL 2023-2024,AE,IEE,2023-10-27,23:32:30,EXCEDENTE,"XHECO-FM, S.A. de C.V.",RADIO CONCESIONADO,La Bestia Grupera,FM  ,RADIO
313,COLIMA,16-COLIMA,CANAL18,XHKF-TDT,XHKF-TDT-CANAL18,RV00531-23,LATIDOS MORENA,PP,MORENA,2023-10-28,08:38:15,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
314,COLIMA,16-COLIMA,CANAL18,XHKF-TDT,XHKF-TDT-CANAL18,RV00659-23,C4_SD_FECHA LÍMITE RENOVACIÓN DE LA INE RE_0923_TV,AE,INE,2023-10-28,13:21:28,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
315,COLIMA,16-COLIMA,CANAL18,XHKF-TDT,XHKF-TDT-CANAL18,RV00613-23,LAS ELECCIONES SON NUESTRAS,AE,IECM,2023-10-28,20:45:44,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
316,COLIMA,16-COLIMA,CANAL21.6,XHSPRCO-TDT,XHSPRCO-TDT-CANAL21.6,RV00613-23,LAS ELECCIONES SON NUESTRAS,AE,IECM,2023-10-29,07:14:08,EXCEDENTE,Sistema Público de Radiodifusión del Estado Mexicano,TELEVISION PERMISIONADO,Canal del Congreso,TDT,TELEVISIÓN
317,COLIMA,16-COLIMA,CANAL18,XHKF-TDT,XHKF-TDT-CANAL18,RV00613-23,LAS ELECCIONES SON NUESTRAS,AE,IECM,2023-10-29,07:16:28,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
318,COLIMA,16-COLIMA,CANAL21,XHSPRCO-TDT,XHSPRCO-TDT-CANAL21,RV00613-23,LAS ELECCIONES SON NUESTRAS,AE,IECM,2023-10-29,07:47:37,EXCEDENTE,Sistema Público de Radiodifusión del Estado Mexicano,TELEVISION PERMISIONADO,Canal Catorce,TDT,TELEVISIÓN
319,COLIMA,16-COLIMA,89.3,XHCC-FM,XHCC-FM-89.3,RA00128-23,EL PT ES LA 4T,PP,PT,2023-10-29,08:16:50,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen,FM  ,RADIO
320,COLIMA,16-COLIMA,CANAL18,XHKF-TDT,XHKF-TDT-CANAL18,RV00112-23,PT ES LA 4T,PP,PT,2023-10-29,08:32:07,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
321,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00582-23,CLASE MEDIA,PP,PRI,2023-10-30,07:21:04,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
322,COLIMA,16-COLIMA,90.5,XHECO-FM,XHECO-FM-90.5,RA00842-23,PROCESO ELECTORAL LOCAL 2023-2024,AE,IEE,2023-10-30,17:35:00,EXCEDENTE,"XHECO-FM, S.A. de C.V.",RADIO CONCESIONADO,La Bestia Grupera,FM  ,RADIO
323,COLIMA,16-COLIMA,90.5,XHECO-FM,XHECO-FM-90.5,RA00842-23,PROCESO ELECTORAL LOCAL 2023-2024,AE,IEE,2023-10-30,21:33:45,EXCEDENTE,"XHECO-FM, S.A. de C.V.",RADIO CONCESIONADO,La Bestia Grupera,FM  ,RADIO
324,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00717-23,DANTE GRANDEZA,PP,MC,2023-10-30,22:38:17,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
325,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00584-23,POBREZA,PP,PRI,2023-10-31,09:14:09,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
326,COLIMA,16-COLIMA,CANAL27.2,XHCTCO-TDT,XHCTCO-TDT-CANAL27.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-10-31,22:40:20,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
327,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00745-23,MUJERES EN ACCIÓN V1 ,PP,PAN,2023-10-16,14:34:38,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
328,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00641-23,TRABAJAMOS POR LA JUSTICIA AMBIENTAL V2,PP,PVEM,2023-10-17,07:26:43,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
329,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00604-23,LATIDOS MORENA,PP,MORENA,2023-10-18,16:26:41,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
330,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,AE,INE,2023-10-26,07:27:08,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
331,COLIMA,17-MANZANILLO,CANAL21,XHDR-TDT,XHDR-TDT-CANAL21,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-10-26,13:15:34,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
332,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00784-23,C3_SA_TIPOS DE VIOLENCIA CONTRA LAS MUJERES RE_0923_RD,AE,INE,2023-10-26,16:27:04,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
333,COLIMA,17-MANZANILLO,92.9,XHMZO-FM,XHMZO-FM-92.9,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-10-26,21:38:50,EXCEDENTE,"La Onda del Mar, S.A. de C.V.",RADIO CONCESIONADO,Radio Turquesa Manzanillo,FM  ,RADIO
334,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00780-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_RD,AE,INE,2023-10-27,16:27:00,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
335,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00697-23,C1_SA_CONVOCATORIA_OBSERVADORES_082023_RD,AE,INE,2023-10-29,15:26:19,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
336,COLIMA,17-MANZANILLO,93.7,XHZZZ-FM,XHZZZ-FM-93.7,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-10-30,07:50:55,EXCEDENTE,"Radio Tesoro, S.A. de C.V.",RADIO CONCESIONADO,K-lien-T FM,FM  ,RADIO
337,COLIMA,17-MANZANILLO,93.7,XHZZZ-FM,XHZZZ-FM-93.7,RA00809-23,CO_70 AÑOS VOTO MUJER 0923_RD,AE,INE,2023-10-30,08:49:19,EXCEDENTE,"Radio Tesoro, S.A. de C.V.",RADIO CONCESIONADO,K-lien-T FM,FM  ,RADIO
338,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,AE,INE,2023-10-30,13:47:34,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
339,COLIMA,17-MANZANILLO,92.9,XHMZO-FM,XHMZO-FM-92.9,RA00809-23,CO_70 AÑOS VOTO MUJER 0923_RD,AE,INE,2023-10-31,15:22:13,EXCEDENTE,"La Onda del Mar, S.A. de C.V.",RADIO CONCESIONADO,Radio Turquesa Manzanillo,FM  ,RADIO
340,COLIMA,17-MANZANILLO,97.7,XHAL-FM,XHAL-FM-97.7,RA00745-23,MUJERES EN ACCIÓN V1 ,PP,PAN,2023-10-31,16:27:05,EXCEDENTE,Silvia Evangelina Godoy Cárdenas,RADIO CONCESIONADO,Fórmula Manzanillo 97.7 FM,FM  ,RADIO
341,CHIAPAS,21-SAN CRISTOBAL DE LAS CASAS,CANAL18,XHSPRSC-TDT,XHSPRSC-TDT-CANAL18,RV00628-23,OTRO MÉXICO ES POSIBLE V1,PP,PRD,2023-10-21,22:32:16,EXCEDENTE,Sistema Público de Radiodifusión del Estado Mexicano,TELEVISION PERMISIONADO,Canal Catorce,TDT,TELEVISIÓN
