No.,ESTADO,CEVEM,MEDIO,SIGLAS,EMISORA,MATERIAL,VERSIÓN,TIPO ACTOR,ACTOR,FECHA TRANSMISIÓN,HORA TRANSMISIÓN,CALIFICACIÓN,NOMBRE CONCESIONARIO,TIPO CONCESIÓN,NOMBRE DE ESTACIÓN,TIPO MEDIO,MEDIO (RADIO/TELEVISIÓN)
35,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00856-23,SPOT VOCALIAS,AE,IEPCT,2023-11-19,07:26:01,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
36,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00925-23,LATIDOS,PP,PRD,2023-11-19,07:27:02,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
37,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00955-23,PROG SOC VERDE TABASCO ,PP,PVEM,2023-11-19,07:28:47,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
38,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-19,08:06:56,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
39,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00882-23,DAMOS RESULTADOS V2,PP,PRI,2023-11-19,08:07:53,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
40,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00128-23,EL PT ES LA 4T,PP,PT,2023-11-19,08:08:23,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
41,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-19,08:08:54,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
42,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00569-23,SPOT DE PROVEEDORES,AE,IEPCT,2023-11-19,08:19:14,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
43,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-19,08:21:45,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
44,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00246-23,IEPCT INSTITUCIONAL 2023 01,AE,IEPCT,2023-11-19,09:06:06,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
45,TABASCO,126-CENTRO,93.7,XHZQ-FM,XHZQ-FM-93.7,RA00925-23,LATIDOS,PP,PRD,2023-11-19,09:28:00,EXCEDENTE,"María de los Ángeles Espinosa de los Monteros de la Cruz, Oscar y Carlos Zerecero Espinosa de los Monteros",RADIO CONCESIONADO,XHZQ 93.7 FM Stereo,FM  ,RADIO
46,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00917-23,PARA CAMBIAR EL RUMBO MIX,PP,PAN,2023-11-19,09:31:20,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
47,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00925-23,LATIDOS,PP,PRD,2023-11-19,09:32:20,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
48,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00998-23,JM TAB,PP,MORENA,2023-11-19,09:32:50,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
49,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,AE,INE,2023-11-19,10:05:07,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
50,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00379-23,ACCIONES AFIRMATIVAS 2023,AE,TEPJF,2023-11-19,10:05:37,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
51,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00856-23,SPOT VOCALIAS,AE,IEPCT,2023-11-19,10:06:07,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
52,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA01118-22,TRIBUNAL ELECTORAL DE TABASCO SPOT 2022 RADIO,AE,TET,2023-11-19,10:06:37,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
53,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00883-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-19,10:08:19,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
54,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-11-19,11:26:32,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
55,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00246-23,IEPCT INSTITUCIONAL 2023 01,AE,IEPCT,2023-11-19,11:27:34,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
56,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00569-23,SPOT DE PROVEEDORES,AE,IEPCT,2023-11-19,11:28:06,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
57,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00955-23,PROG SOC VERDE TABASCO ,PP,PVEM,2023-11-19,11:30:14,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
58,TABASCO,126-CENTRO,102.5,XHUTT-FM,XHUTT-FM-102.5,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-11-19,11:32:45,EXCEDENTE,Universidad Tecnológica de Tabasco,RADIO PERMISIONADO,S/D,FM  ,RADIO
59,TABASCO,126-CENTRO,95.7,XHTAB-FM,XHTAB-FM-95.7,RA00984-23,PRE TAB V3,PP,MORENA,2023-11-19,12:40:32,EXCEDENTE,"La Voz de Tabasco, S.A. de C.V.",RADIO CONCESIONADO,"Radio Tabasco, La Juvenil",FM  ,RADIO
60,TABASCO,126-CENTRO,91.7,XHVA-FM,XHVA-FM-91.7,RA00984-23,PRE TAB V3,PP,MORENA,2023-11-19,12:47:48,EXCEDENTE,"Radio Tabasco, S.A.",RADIO CONCESIONADO,La Emisora del Hogar,FM  ,RADIO
61,TABASCO,126-CENTRO,106.3,XHRVI-FM,XHRVI-FM-106.3,RA00958-23,DANTE GRANDEZA V2,PP,MC,2023-11-19,21:17:43,EXCEDENTE,"Radiodifusoras Capital, S.A. de C.V.",RADIO CONCESIONADO,LOKURA FM,FM  ,RADIO
62,TABASCO,126-CENTRO,90.9,XHJAP-FM,XHJAP-FM-90.9,RA01000-23,DERECHOS PRECAMPAÑA,PP,MORENA,2023-11-20,06:14:20,EXCEDENTE,"Grupo Cantón Radio, S.A. de C.V.",RADIO CONCESIONADO,Conexión 90.9,FM  ,RADIO
63,TABASCO,126-CENTRO,90.9,XHJAP-FM,XHJAP-FM-90.9,RA00269-22,QUÉ ES Y COMO TRABAJA EL TEPJF 01,AE,TEPJF,2023-11-20,07:04:20,EXCEDENTE,"Grupo Cantón Radio, S.A. de C.V.",RADIO CONCESIONADO,Conexión 90.9,FM  ,RADIO
64,TABASCO,126-CENTRO,90.9,XHJAP-FM,XHJAP-FM-90.9,RA00925-23,LATIDOS,PP,PRD,2023-11-20,07:32:23,EXCEDENTE,"Grupo Cantón Radio, S.A. de C.V.",RADIO CONCESIONADO,Conexión 90.9,FM  ,RADIO
65,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00676-23,CO_70 AÑOS VOTO MUJER_0923_TV,AE,INE,2023-11-20,08:48:36,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
66,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00655-23,C4_SD_FECHA LÍMITE CAMBIO DE DOMICILIO RE_0923_TV,AE,INE,2023-11-20,08:49:08,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
67,TABASCO,126-CENTRO,90.9,XHJAP-FM,XHJAP-FM-90.9,RA01118-22,TRIBUNAL ELECTORAL DE TABASCO SPOT 2022 RADIO,AE,TET,2023-11-20,09:03:59,EXCEDENTE,"Grupo Cantón Radio, S.A. de C.V.",RADIO CONCESIONADO,Conexión 90.9,FM  ,RADIO
68,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-11-20,09:14:36,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
69,TABASCO,126-CENTRO,91.7,XHVA-FM,XHVA-FM-91.7,RA00984-23,PRE TAB V3,PP,MORENA,2023-11-20,16:14:16,EXCEDENTE,"Radio Tabasco, S.A.",RADIO CONCESIONADO,La Emisora del Hogar,FM  ,RADIO
70,TABASCO,126-CENTRO,95.7,XHTAB-FM,XHTAB-FM-95.7,RA00984-23,PRE TAB V3,PP,MORENA,2023-11-20,16:29:00,EXCEDENTE,"La Voz de Tabasco, S.A. de C.V.",RADIO CONCESIONADO,"Radio Tabasco, La Juvenil",FM  ,RADIO
71,TABASCO,126-CENTRO,CANAL30,XHTVL-TDT,XHTVL-TDT-CANAL30,RV00814-23,LATIDOS V2,PP,PRD,2023-11-21,15:19:22,EXCEDENTE,"Tele-Emisoras del Sureste, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 13,TDT,TELEVISIÓN
72,TABASCO,126-CENTRO,CANAL30,XHTVL-TDT,XHTVL-TDT-CANAL30,RV00842-23,JM TAB ,PP,MORENA,2023-11-21,15:20:12,EXCEDENTE,"Tele-Emisoras del Sureste, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 13,TDT,TELEVISIÓN
73,TABASCO,126-CENTRO,CANAL35,XHUJAT-TDT,XHUJAT-TDT-CANAL35,RV00698-23,C1_SA_CONVOCATORIA OBSERVADORES_1023_TV,AE,INE,2023-11-21,16:00:03,EXCEDENTE,Universidad Juárez Autónoma de Tabasco,TELEVISION PERMISIONADO,Local,TDT,TELEVISIÓN
74,TABASCO,126-CENTRO,CANAL25,XHSPRVT-TDT,XHSPRVT-TDT-CANAL25,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-21,21:02:48,EXCEDENTE,Sistema Público de Radiodifusión del Estado Mexicano,TELEVISION PERMISIONADO,Canal Catorce,TDT,TELEVISIÓN
75,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-21,22:30:09,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
76,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-21,22:30:40,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
77,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00738-23,DAMOS RESULTADOS V2,PP,PRI,2023-11-21,22:31:09,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
78,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00717-23,DANTE GRANDEZA,PP,MC,2023-11-21,22:55:35,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
79,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00845-23,PONERLE EL CORAZÓN,PP,PRI,2023-11-21,22:56:05,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
80,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00846-23,PRECAMPAÑA ORGULLO,PP,MORENA,2023-11-21,22:56:35,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
81,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00846-23,PRECAMPAÑA ORGULLO,PP,MORENA,2023-11-21,23:00:20,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
82,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00814-23,LATIDOS V2,PP,PRD,2023-11-21,23:00:49,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
83,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-21,23:01:19,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
84,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00854-23,PROGRAMAS SOCIALES FED 2,PP,PVEM,2023-11-21,23:29:57,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
85,TABASCO,126-CENTRO,CANAL36,XHCTVL-TDT,XHCTVL-TDT-CANAL36,RV00846-23,PRECAMPAÑA ORGULLO,PP,MORENA,2023-11-21,23:30:57,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
86,TABASCO,126-CENTRO,CANAL36.2,XHCTVL-TDT,XHCTVL-TDT-CANAL36.2,RV00717-23,DANTE GRANDEZA,PP,MC,2023-11-21,23:31:00,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
