No.,ESTADO,CEVEM,MEDIO,SIGLAS,EMISORA,MATERIAL,VERSIÓN,TIPO ACTOR,ACTOR,FECHA TRANSMISIÓN,HORA TRANSMISIÓN,CALIFICACIÓN,NOMBRE CONCESIONARIO,TIPO CONCESIÓN,NOMBRE DE ESTACIÓN,TIPO MEDIO,MEDIO (RADIO/TELEVISIÓN)
15,AGUASCALIENTES,1-AGUASCALIENTES,CANAL18.2,XHCTAG-TDT,XHCTAG-TDT-CANAL18.2,RV00750-23,C5_SA_EDITORIAL INE_ESE_1023_TV,AE,INE,2023-11-15,21:19:28,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
16,AGUASCALIENTES,1-AGUASCALIENTES,100.1,XHARZ-FM,XHARZ-FM-100.1,RA00817-23,EL VERDE CON LOS PROGRAMAS SOCIALES ,PP,PVEM,2023-11-17,18:49:00,EXCEDENTE,Arnoldo Rodríguez Zermeño,RADIO PERMISIONADO,La Sanmarqueña,FM  ,RADIO
17,AGUASCALIENTES,1-AGUASCALIENTES,CANAL18.2,XHCTAG-TDT,XHCTAG-TDT-CANAL18.2,RV00751-23,DAMOS RESULTADOS V1 ORD,PP,PRI,2023-11-17,22:41:48,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
18,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-01,06:28:01,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
19,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00662-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_TV,AE,INE,2023-11-01,17:00:26,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
20,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00546-23,PROMOPESBC1,PP,PES,2023-11-02,06:05:32,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
21,BAJA CALIFORNIA,2-MEXICALI,940,XEMMM-AM,XEMMM-AM-940,RA00860-23,DANTE GRANDEZA,PP,MC,2023-11-02,06:59:02,EXCEDENTE,"Radio Cañón, S.A. de C.V.",RADIO CONCESIONADO,W,AM  ,RADIO
22,BAJA CALIFORNIA,2-MEXICALI,CANAL28,XHAQ-TDT,XHAQ-TDT-CANAL28,RV00614-23,TECDMX TV NOTICIERO,AE,TECDMX,2023-11-02,07:37:40,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
23,BAJA CALIFORNIA,2-MEXICALI,910,XEAO-AM,XEAO-AM-910,RA00248-23,DERECHOS FUNDAMENTALES RADIO,AE,TJEBC,2023-11-02,08:31:17,EXCEDENTE,"La Voz de Mexicali, S.A.",RADIO CONCESIONADO,Radio Mexicana,AM  ,RADIO
24,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-02,23:08:36,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
25,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00112-23,PT ES LA 4T,PP,PT,2023-11-03,06:03:23,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
26,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00635-23,OTRO MEXICO ES POSIBLE V2,PP,PRD,2023-11-03,16:14:53,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
27,BAJA CALIFORNIA,2-MEXICALI,CANAL17.2,XHCTME-TDT,XHCTME-TDT-CANAL17.2,RV00751-23,DAMOS RESULTADOS V1 ORD,PP,PRI,2023-11-03,22:40:31,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
28,BAJA CALIFORNIA,2-MEXICALI,CANAL20,XHILA-TDT,XHILA-TDT-CANAL20,RV00662-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_TV,AE,INE,2023-11-04,09:30:55,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias,TDT,TELEVISIÓN
29,BAJA CALIFORNIA,2-MEXICALI,CANAL17,XHCTME-TDT,XHCTME-TDT-CANAL17,RV00676-23,CO_70 AÑOS VOTO MUJER_0923_TV,AE,INE,2023-11-04,14:49:53,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Imagen TV,TDT,TELEVISIÓN
30,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00717-23,DANTE GRANDEZA,PP,MC,2023-11-04,16:19:04,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
31,BAJA CALIFORNIA,2-MEXICALI,CANAL20,XHILA-TDT,XHILA-TDT-CANAL20,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-11-04,21:28:06,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias,TDT,TELEVISIÓN
32,BAJA CALIFORNIA,2-MEXICALI,92.3,XHMMF-FM,XHMMF-FM-92.3,RA00697-23,C1_SA_CONVOCATORIA_OBSERVADORES_082023_RD,AE,INE,2023-11-04,21:43:20,EXCEDENTE,"Efemmex, S.A. de C.V.",RADIO CONCESIONADO,La Poderosa FM,FM  ,RADIO
33,BAJA CALIFORNIA,2-MEXICALI,92.3,XHMMF-FM,XHMMF-FM-92.3,RA00894-23,DAMOS RESULTADOS V2 ORD,PP,PRI,2023-11-04,21:59:44,EXCEDENTE,"Efemmex, S.A. de C.V.",RADIO CONCESIONADO,La Poderosa FM,FM  ,RADIO
34,BAJA CALIFORNIA,2-MEXICALI,92.3,XHMMF-FM,XHMMF-FM-92.3,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-04,22:16:31,EXCEDENTE,"Efemmex, S.A. de C.V.",RADIO CONCESIONADO,La Poderosa FM,FM  ,RADIO
35,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-11-04,23:27:56,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
36,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00531-23,LATIDOS MORENA,PP,MORENA,2023-11-05,11:00:48,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
37,BAJA CALIFORNIA,2-MEXICALI,CANAL20,XHILA-TDT,XHILA-TDT-CANAL20,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-11-05,15:28:48,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias,TDT,TELEVISIÓN
38,BAJA CALIFORNIA,2-MEXICALI,89.9,XHSOL-FM,XHSOL-FM-89.9,RA00745-23,MUJERES EN ACCIÓN V1 ,PP,PAN,2023-11-05,16:49:22,EXCEDENTE,"Frecuencias Especiales, S.A.",RADIO CONCESIONADO,Máxima 89.9,FM  ,RADIO
39,BAJA CALIFORNIA,2-MEXICALI,CANAL28.2,XHAQ-TDT,XHAQ-TDT-CANAL28.2,RV00751-23,DAMOS RESULTADOS V1 ORD,PP,PRI,2023-11-06,06:57:41,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,ADN 40,TDT,TELEVISIÓN
40,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-06,12:35:42,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
41,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-11-06,19:11:14,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
42,BAJA CALIFORNIA,2-MEXICALI,CANAL17.2,XHCTME-TDT,XHCTME-TDT-CANAL17.2,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-11-06,21:38:57,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
43,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-06,22:25:32,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
44,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00662-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_TV,AE,INE,2023-11-06,22:36:22,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
45,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00662-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_TV,AE,INE,2023-11-07,07:35:42,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
46,BAJA CALIFORNIA,2-MEXICALI,CANAL28.2,XHAQ-TDT,XHAQ-TDT-CANAL28.2,RV00752-23,DAMOS RESULTADOS V2 ORD,PP,PRI,2023-11-07,11:27:19,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,ADN 40,TDT,TELEVISIÓN
47,BAJA CALIFORNIA,2-MEXICALI,CANAL28.2,XHAQ-TDT,XHAQ-TDT-CANAL28.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-07,18:27:18,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,ADN 40,TDT,TELEVISIÓN
48,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00749-23,CO_DISTRITACIÓN 2021-2023_1023_TV,AE,INE,2023-11-08,07:37:38,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
49,BAJA CALIFORNIA,2-MEXICALI,105.5,XHCMS-FM,XHCMS-FM-105.5,RA00782-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_RD,AE,INE,2023-11-08,17:15:59,EXCEDENTE,"GIM Televisión Nacional, S.A. de C.V.",RADIO CONCESIONADO,Imagen,FM  ,RADIO
50,BAJA CALIFORNIA,2-MEXICALI,1050,XED-AM,XED-AM-1050,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PP,PRD,2023-11-08,18:19:27,EXCEDENTE,"XED, S.A. de C.V.",RADIO CONCESIONADO,Radiorama Siglo 21,AM  ,RADIO
51,BAJA CALIFORNIA,2-MEXICALI,CANAL17.2,XHCTME-TDT,XHCTME-TDT-CANAL17.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-08,21:40:23,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
52,BAJA CALIFORNIA,2-MEXICALI,CANAL20,XHILA-TDT,XHILA-TDT-CANAL20,RV00717-23,DANTE GRANDEZA,PP,MC,2023-11-09,07:01:47,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias,TDT,TELEVISIÓN
53,BAJA CALIFORNIA,2-MEXICALI,1190,XEMBC-AM,XEMBC-AM-1190,RA00815-23,CANDIDATURAS INDEPENDIENTES2,AE,IEE,2023-11-09,21:01:38,EXCEDENTE,Mario Enrique Mayans Camacho,RADIO CONCESIONADO,Cadena 1190 AM,AM  ,RADIO
54,BAJA CALIFORNIA,2-MEXICALI,1190,XEMBC-AM,XEMBC-AM-1190,RA00891-23,CO_DISTRITACIÓN 2021-2023_1023_RD,AE,INE,2023-11-09,21:02:09,EXCEDENTE,Mario Enrique Mayans Camacho,RADIO CONCESIONADO,Cadena 1190 AM,AM  ,RADIO
55,BAJA CALIFORNIA,2-MEXICALI,1190,XEMBC-AM,XEMBC-AM-1190,RA00128-23,EL PT ES LA 4T,PP,PT,2023-11-09,21:02:38,EXCEDENTE,Mario Enrique Mayans Camacho,RADIO CONCESIONADO,Cadena 1190 AM,AM  ,RADIO
56,BAJA CALIFORNIA,2-MEXICALI,1050,XED-AM,XED-AM-1050,RA00745-23,MUJERES EN ACCIÓN V1 ,PP,PAN,2023-11-10,07:15:35,EXCEDENTE,"XED, S.A. de C.V.",RADIO CONCESIONADO,Radiorama Siglo 21,AM  ,RADIO
57,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00655-23,C4_SD_FECHA LÍMITE CAMBIO DE DOMICILIO RE_0923_TV,AE,INE,2023-11-10,07:36:44,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
58,BAJA CALIFORNIA,2-MEXICALI,89.9,XHSOL-FM,XHSOL-FM-89.9,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PP,PRD,2023-11-10,08:11:04,EXCEDENTE,"Frecuencias Especiales, S.A.",RADIO CONCESIONADO,Máxima 89.9,FM  ,RADIO
59,BAJA CALIFORNIA,2-MEXICALI,1050,XED-AM,XED-AM-1050,RA00933-23,JUSTICIA MORENA,PP,MORENA,2023-11-10,08:53:53,EXCEDENTE,"XED, S.A. de C.V.",RADIO CONCESIONADO,Radiorama Siglo 21,AM  ,RADIO
60,BAJA CALIFORNIA,2-MEXICALI,103.3,XHVG-FM,XHVG-FM-103.3,RA00616-23,PARTIDO ENCUENTRO SOLIDARIO BC,PP,PES,2023-11-10,18:25:45,EXCEDENTE,"Stereorey México, S.A.",RADIO CONCESIONADO,La Mejor FM,FM  ,RADIO
61,BAJA CALIFORNIA,2-MEXICALI,CANAL17.2,XHCTME-TDT,XHCTME-TDT-CANAL17.2,RV00662-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_TV,AE,INE,2023-11-10,21:40:06,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
62,BAJA CALIFORNIA,2-MEXICALI,CANAL20.2,XHILA-TDT,XHILA-TDT-CANAL20.2,RV00698-23,C1_SA_CONVOCATORIA OBSERVADORES_1023_TV,AE,INE,2023-11-11,06:11:11,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias-2,TDT,TELEVISIÓN
63,BAJA CALIFORNIA,2-MEXICALI,CANAL20,XHILA-TDT,XHILA-TDT-CANAL20,RV00717-23,DANTE GRANDEZA,PP,MC,2023-11-11,07:07:01,EXCEDENTE,"Intermedia y Asociados de Mexicali, S.A. de C.V.",TELEVISION CONCESIONADO,El Canal de las Noticias,TDT,TELEVISIÓN
64,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-11,07:25:45,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
65,BAJA CALIFORNIA,2-MEXICALI,940,XEMMM-AM,XEMMM-AM-940,RA00725-23,VOTO CHILANGO,AE,IECM,2023-11-11,15:55:19,EXCEDENTE,"Radio Cañón, S.A. de C.V.",RADIO CONCESIONADO,W,AM  ,RADIO
66,BAJA CALIFORNIA,2-MEXICALI,940,XEMMM-AM,XEMMM-AM-940,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-11,15:55:49,EXCEDENTE,"Radio Cañón, S.A. de C.V.",RADIO CONCESIONADO,W,AM  ,RADIO
67,BAJA CALIFORNIA,2-MEXICALI,92.3,XHMMF-FM,XHMMF-FM-92.3,RA00128-23,EL PT ES LA 4T,PP,PT,2023-11-11,20:26:28,EXCEDENTE,"Efemmex, S.A. de C.V.",RADIO CONCESIONADO,La Poderosa FM,FM  ,RADIO
68,BAJA CALIFORNIA,2-MEXICALI,CANAL28,XHAQ-TDT,XHAQ-TDT-CANAL28,RV00749-23,CO_DISTRITACIÓN 2021-2023_1023_TV,AE,INE,2023-11-11,20:35:26,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
69,BAJA CALIFORNIA,2-MEXICALI,92.3,XHMMF-FM,XHMMF-FM-92.3,RA00891-23,CO_DISTRITACIÓN 2021-2023_1023_RD,AE,INE,2023-11-11,20:37:02,EXCEDENTE,"Efemmex, S.A. de C.V.",RADIO CONCESIONADO,La Poderosa FM,FM  ,RADIO
70,BAJA CALIFORNIA,2-MEXICALI,CANAL25,XHEXT-TDT,XHEXT-TDT-CANAL25,RV00749-23,CO_DISTRITACIÓN 2021-2023_1023_TV,AE,INE,2023-11-11,20:51:53,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
71,BAJA CALIFORNIA,2-MEXICALI,1050,XED-AM,XED-AM-1050,RA00934-23,ECONOMIA MORENA,PP,MORENA,2023-11-12,08:49:08,EXCEDENTE,"XED, S.A. de C.V.",RADIO CONCESIONADO,Radiorama Siglo 21,AM  ,RADIO
72,BAJA CALIFORNIA,2-MEXICALI,940,XEMMM-AM,XEMMM-AM-940,RA00741-23,OTRO MÉXICO ES POSIBLE V2,PP,PRD,2023-11-12,13:51:06,EXCEDENTE,"Radio Cañón, S.A. de C.V.",RADIO CONCESIONADO,W,AM  ,RADIO
73,BAJA CALIFORNIA,2-MEXICALI,1370,XEHG-AM,XEHG-AM-1370,RA00818-23,TEMPLO MAYOR MD,PP,MORENA,2023-11-12,15:45:32,EXCEDENTE,"X-E-H-G, S.A.",RADIO CONCESIONADO,Romántica,AM  ,RADIO
74,BAJA CALIFORNIA,2-MEXICALI,CANAL25.2,XHEXT-TDT,XHEXT-TDT-CANAL25.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-12,18:15:22,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,A+,TDT,TELEVISIÓN
75,BAJA CALIFORNIA,2-MEXICALI,90.7,XHMOE-FM,XHMOE-FM-90.7,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-11-12,22:01:19,EXCEDENTE,"Radiotelevisora de Mexicali, S.A. de C.V.",RADIO CONCESIONADO,Los 40 Principales,FM  ,RADIO
76,BAJA CALIFORNIA,2-MEXICALI,90.7,XHMOE-FM,XHMOE-FM-90.7,RA00820-23,C1_SA_CONVOCATORIA SE-CAE_1023_RD,AE,INE,2023-11-12,22:01:51,EXCEDENTE,"Radiotelevisora de Mexicali, S.A. de C.V.",RADIO CONCESIONADO,Los 40 Principales,FM  ,RADIO
77,BAJA CALIFORNIA,2-MEXICALI,940,XEMMM-AM,XEMMM-AM-940,RA00892-23,C5_SA_EDITORIAL INE_ESE_1023_RD,AE,INE,2023-11-13,07:36:21,EXCEDENTE,"Radio Cañón, S.A. de C.V.",RADIO CONCESIONADO,W,AM  ,RADIO
78,BAJA CALIFORNIA,2-MEXICALI,CANAL28,XHAQ-TDT,XHAQ-TDT-CANAL28,RV00112-23,PT ES LA 4T,PP,PT,2023-11-14,14:43:58,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca Uno,TDT,TELEVISIÓN
79,BAJA CALIFORNIA,2-MEXICALI,CANAL17.2,XHCTME-TDT,XHCTME-TDT-CANAL17.2,RV00639-23,MUJERES EN ACCIÓN V1,PP,PAN,2023-11-14,21:40:50,EXCEDENTE,"Cadena Tres I, S.A. de C.V.",TELEVISION CONCESIONADO,Excélsior TV,TDT,TELEVISIÓN
